codigo,Auxílio-Moradia-2011,Auxílio-Moradia-2012,Auxílio-Moradia-2013,Auxílio-Moradia-2014,Auxílio-Moradia-2015,Escritório(s) de Apoio-2011,Escritório(s) de Apoio-2012,Escritório(s) de Apoio-2013,Escritório(s) de Apoio-2014,Escritório(s) de Apoio-2015,Gabinete-2011,Gabinete-2012,Gabinete-2013,Gabinete-2014,Gabinete-2015,Imóvel Funcional-2011,Imóvel Funcional-2012,Imóvel Funcional-2013,Imóvel Funcional-2014,Imóvel Funcional-2015,Participacao,TotalGabinete-2011,TotalGabinete-2012,TotalGabinete-2013,TotalGabinete-2014,TotalGabinete-2015,UF,email,gastos,gastos2011,gastos2012,gastos2013,gastos2014,gastos2015,nascimentoData,naturalMunicipio,nome,nomeCompleto,nomeSort,partido,sexo,status,urlFoto,urlPagina
952,0,0,11,12,0.17,25,0,25,24,0,24,0,24,24,0,0,0,0,0,0.00,Titular,49,0,49,48,0,RR,mozarildo@senador.leg.br,1727883.80,412830.20,464258.73,345848.40,504946.47,0.00,11/06/1944,1400100,Mozarildo Cavalcanti,Francisco Mozarildo de Melo Cavalcanti,mozarildo cavalcanti,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador952.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/952
4539,0,0,0,0,0.00,22,22,23,21,0,13,12,14,9,0,0,0,7,12,0.08,Titular,35,34,37,30,0,PA,mario.couto@senador.leg.br,1340108.54,282397.43,382796.06,431230.37,243308.23,376.45,14/01/1946,-1,Mário Couto,Mário Couto Filho,mario couto,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4539.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4539
4961,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2º Suplente,0,0,0,0,0,SC,niura.demarchi@senadora.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,29/12/1963,4208906,Níura Demarchi,Níura Sandra Demarchi dos Santos,niura demarchi,PSDB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4961.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4961
64,0,0,0,3,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2º Suplente,0,0,0,0,0,RO,odacir@senador.leg.br,123685.36,0.00,0.00,0.00,123685.36,0.00,31/10/1938,1200401,Odacir Soares,Odacir Soares Rodrigues,odacir soares,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador64.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/64
1210,0,0,3,1,0.00,0,0,19,0,0,0,0,21,0,0,0,0,0,0,0.00,2º Suplente,0,0,40,0,0,MT,osvaldo.sobrinho@senador.leg.br,37566.32,0.00,0.00,36255.68,1310.64,0.00,08/01/1949,3539202,Osvaldo Sobrinho,Osvaldo Roberto Sobrinho,osvaldo sobrinho,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1210.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1210
5018,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2º Suplente,0,0,0,0,0,MA,,0.00,0.00,0.00,0.00,0.00,0.00,06/01/1968,2108207,Pastor Bel,Heber Waldo Silva Costa,pastor bel,PRTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5018.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5018
5020,0,0,11,12,0.00,15,17,17,0,0,17,18,16,0,0,0,0,0,0,0.00,1º Suplente,32,35,33,0,0,RN,paulodavim@senador.leg.br,926553.52,180527.65,229892.94,274990.73,241142.20,0.00,25/10/1959,2408102,Paulo Davim,Paulo Roberto Davim,paulo davim,PV,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5020.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5020
68,0,0,0,0,0.00,2,4,5,4,0,16,17,15,15,0,0,0,7,12,0.08,Titular,18,21,20,19,0,RS,simon@senador.leg.br,322613.77,27077.60,44886.52,81312.76,168232.86,1104.03,31/01/1930,4305108,Pedro Simon,Pedro Jorge Simon,pedro simon,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador68.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/68
5010,0,0,0,0,0.00,12,11,13,0,0,14,17,17,6,0,0,0,7,12,0.00,Titular,26,28,30,6,0,MT,pedrotaques@senador.leg.br,910448.51,194237.24,236539.38,239181.83,240487.68,2.38,15/03/1968,5103403,Pedro Taques,José Pedro Gonçalves Taques,pedro taques,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5010.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5010
4927,0,0,0,0,0.00,0,0,0,16,0,0,0,0,10,0,0,0,0,0,0.00,1º Suplente,0,0,0,26,0,RJ,,0.00,0.00,0.00,0.00,0.00,0.00,08/08/1938,3169208,Pericles Olivier,Péricles Ferreira Olivier de Paula,pericles olivier,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4927.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4927
1206,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,SC,raimundocolombo@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,28/02/1955,4209300,Raimundo Colombo,João Raimundo Colombo,raimundo colombo,DEM,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1206.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/1206
5072,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,RO,reditariocassol@senador.leg.br,122035.86,122035.86,0.00,0.00,0.00,0.00,07/04/1936,-1,Reditario Cassol,Reditario Cassol,reditario cassol,PP,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5072.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5072
3868,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,ES,renatoc@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,03/12/1960,3201407,Renato Casagrande,José Renato Casagrande,renato casagrande,PSB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3868.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3868
4593,0,0,0,0,0.00,0,0,0,0,0,34,34,33,31,0,0,0,0,0,0.00,Titular,34,34,33,31,0,DF,rollemberg@senador.leg.br,27546.56,2559.76,16636.52,3323.74,5022.73,3.81,13/07/1959,3304557,Rodrigo Rollemberg,Rodrigo Sobral Rollemberg,rodrigo rollemberg,PSB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4593.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4593
4543,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,RN,rosalba.ciarlini@senadora.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,26/10/1952,2408003,Rosalba Ciarlini,Rosalba Ciarlini Rosado,rosalba ciarlini,DEM,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4543.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4543
4893,0,0,0,0,0.00,0,0,9,9,0,0,0,15,17,0,0,0,7,12,0.08,2º Suplente,0,0,24,26,0,MS,ruben.figueiro@senador.gov.br,681128.68,0.00,0.00,298443.66,380360.61,2324.41,03/10/1931,5007208,Ruben Figueiró,Ruben Figueiró de Oliveira,ruben figueiro,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4893.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4893
5038,0,0,0,0,0.00,0,0,0,0,5,0,0,0,0,25,0,0,0,0,1.00,1º Suplente,0,0,0,0,30,AM,sandrabraga@senadora.leg.br,34398.97,0.00,0.00,0.00,0.00,34398.97,27/07/1959,1302603,Sandra Braga,Sandra Backsmann Braga,sandra braga,MDB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5038.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5038
5048,0,0,10,0,0.00,25,22,25,0,0,16,17,17,0,0,0,0,7,2,0.00,1º Suplente,41,39,42,0,0,PR,sergiosouza@senado.leg.br,812947.59,139105.14,288011.03,361641.67,24189.75,0.00,13/03/1971,4111506,Sergio Souza,Sergio de Souza,sergio souza,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5048.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5048
4957,0,0,3,0,0.00,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0.00,1º Suplente,0,49,0,0,0,RR,ssantoro@senador.leg.br,170521.17,0.00,24434.67,141990.41,0.00,4096.09,06/12/1949,3550308,Sodré Santoro,Luiz Fernando de Abreu Sodré Santoro,sodre santoro,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4957.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4957
5106,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,ES,sergiocastro@senado.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,09/08/1942,3143906,Sérgio de Castro,Sérgio Rogério de Castro,sergio de castro,PDT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5106.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5106
982,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,AC,tiao.viana@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,09/02/1961,1200401,Tião Viana,Sebastião Afonso Viana Macedo Neves,tiao viana,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador982.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/982
4949,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,RO,tomas.correia@senador.leg.br,44422.84,0.00,44422.84,0.00,0.00,0.00,03/02/1950,2304707,Tomás Correia,Tomás Guilherme Correia,tomas correia,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4949.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4949
4786,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,SE,virginio.carvalho@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,17/04/1953,2800308,Virginio de Carvalho,Virginio José de Carvalho Neto,virginio de carvalho,PSC,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4786.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4786
4645,0,0,0,0,0.00,31,31,35,0,0,22,20,21,0,0,0,0,7,12,0.00,Titular,53,51,56,0,0,PB,vital.rego@senador.leg.br,1256957.83,205953.82,383512.41,351713.30,315778.30,0.00,21/09/1963,2504009,Vital do Rêgo,Vital do Rêgo Filho,vital do rego,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4645.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4645
604,0,0,11,6,0.83,19,17,22,21,19,15,14,10,12,13,0,0,0,0,0.00,Titular,34,31,32,33,32,BA,pinheiro@senador.leg.br,920594.11,188707.55,268248.66,247161.86,195359.37,21116.67,25/05/1959,2927408,Walter Pinheiro,Walter de Freitas Pinheiro,walter pinheiro,S/Partido,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador604.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/604
5016,0,0,0,0,0.00,12,13,13,13,0,16,18,22,18,0,0,0,7,12,0.00,Titular,28,31,35,31,0,PI,wellington.dias@senador.leg.br,1620298.76,306529.13,421996.11,465934.55,425838.97,0.00,05/03/1962,2207009,Wellington Dias,José Wellington Barroso de Araujo Dias,wellington dias,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5016.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/5016
4772,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,PR,wilsonmatos@senador.leg.br,6199.20,0.00,0.00,0.00,6199.20,0.00,09/09/1947,4111902,Wilson Matos,Wilson de Matos Silva,wilson matos,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4772.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4772
3811,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,Titular,0,0,0,0,0,PB,wilson.santiago@senador.leg.br,259195.08,259195.08,0.00,0.00,0.00,0.00,10/06/1957,2516904,Wilson Santiago,José Wilson Santiago,wilson santiago,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3811.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3811
3597,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,1º Suplente,0,0,0,0,0,RR,wirlande@senador.leg.br,0.00,0.00,0.00,0.00,0.00,0.00,22/07/1954,1400100,Wirlande da Luz,Wirlande Santos da Luz,wirlande da luz,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3597.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3597
