codigo,Auxílio-Moradia-2008,Auxílio-Moradia-2009,Auxílio-Moradia-2010,Auxílio-Moradia-2011,Escritório(s) de Apoio-2008,Escritório(s) de Apoio-2009,Escritório(s) de Apoio-2010,Escritório(s) de Apoio-2011,Gabinete-2008,Gabinete-2009,Gabinete-2010,Gabinete-2011,Imóvel Funcional-2008,Imóvel Funcional-2009,Imóvel Funcional-2010,Imóvel Funcional-2011,Participacao,TotalGabinete-2007,TotalGabinete-2008,TotalGabinete-2009,TotalGabinete-2010,TotalGabinete-2011,UF,email,gastos,gastos2007,gastos2008,gastos2009,gastos2010,gastos2011,nascimentoData,naturalMunicipio,nome,nomeCompleto,nomeSort,partido,sexo,status,urlFoto,urlPagina
3359,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,Titular,0,49,0,0,0,MA,roseana.sarney@senadora.leg.br,16493.76,0,6493.76,10000.00,0.00,0.00,01/06/1953,2111300,Roseana Sarney,Roseana Sarney Murad,roseana sarney,MDB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3359.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3359
4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2º Suplente,0,0,0,0,0,MS,ruben.figueiro@senador.gov.br,0.00,0,0.00,0.00,0.00,0.00,03/10/1931,5007208,Ruben Figueiró,Ruben Figueiró de Oliveira,ruben figueiro,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4893.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4893
3646,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,1º Suplente,0,0,35,0,0,TO,sadicassol@senador.leg.br,87503.83,0,0.00,50391.50,37112.33,0.00,15/07/1946,4309902,Sadi Cassol,Sadi Cassol,sadi cassol,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3646.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3646
3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2º Suplente,0,0,0,0,0,SC,selmaelias@senadora.leg.br,30000.00,0,0.00,0.00,30000.00,0.00,08/04/1948,4207304,Selma Elias,Selma Elias Westphal,selma elias,MDB,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3645.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3645
735,0,0,0,0,0,0,21,0,41,47,9,0,0,0,0,0,Titular,0,41,47,30,0,PE,sergio.guerra@senador.leg.br,230551.79,0,16377.92,118251.94,95921.93,0.00,09/11/1947,2611606,Sergio Guerra,Severino Sérgio Estelita Guerra,sergio guerra,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador735.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/735
3362,0,0,0,0,0,29,27,0,37,20,22,0,0,0,0,0,Titular,0,37,49,49,0,MT,serys@senadora.leg.br,279749.58,0,0.00,125453.14,153094.00,1202.44,02/04/1945,4306106,Serys Slhessarenko,Serys Marly Slhessarenko,serys slhessarenko,PT,Feminino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3362.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3362
3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1º Suplente,0,0,0,0,0,AC,siba@senador.leg.br,10433.76,0,10433.76,0.00,0.00,0.00,24/01/1958,2211100,Sibá Machado,Sebastião Machado Oliveira,siba machado,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3532.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3532
4957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1º Suplente,0,0,0,0,0,RR,ssantoro@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,06/12/1949,3550308,Sodré Santoro,Luiz Fernando de Abreu Sodré Santoro,sodre santoro,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4957.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4957
3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titular,0,0,0,0,0,RJ,sergio.cabral@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,27/01/1963,-1,Sérgio Cabral,Sérgio de Oliveira Cabral Santos Filho,sergio cabral,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3365.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3365
3375,0,0,0,0,0,12,13,0,27,20,13,0,0,0,0,0,Titular,0,27,32,26,0,RS,zambiasi@senador.leg.br,210853.30,0,11684.30,70462.28,128051.58,655.14,09/09/1949,4306809,Sérgio Zambiasi,Sérgio Pedro Zambiasi,sergio zambiasi,PTB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3375.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3375
3396,0,0,0,0,0,5,5,0,16,11,11,0,0,0,0,0,Titular,0,16,16,16,0,CE,tasso.jereissati@senador.leg.br,50485.00,0,0.00,27485.00,23000.00,0.00,15/12/1948,2304400,Tasso Jereissati,Tasso Ribeiro Jereissati,tasso jereissati,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3396.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3396
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Titular,0,0,0,0,0,AL,teotonio@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,29/01/1951,2704302,Teotonio Vilela Filho,Teotonio Brandão Vilela Filho,teotonio vilela filho,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador78.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/78
982,0,0,0,0,0,0,0,0,29,27,0,0,0,0,0,0,Titular,0,29,27,0,0,AC,tiao.viana@senador.leg.br,267783.87,0,4592.64,94984.34,168206.89,0.00,09/02/1961,1200401,Tião Viana,Sebastião Afonso Viana Macedo Neves,tiao viana,PT,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador982.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/982
3372,0,0,0,0,0,0,26,30,39,60,20,29,0,0,0,0,Titular,0,39,60,46,59,RO,valdir.raupp@senador.leg.br,367539.33,0,2912.00,150049.27,187404.20,27173.86,24/08/1955,4216404,Valdir Raupp,Valdir Raupp de Matos,valdir raupp,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3372.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3372
3629,0,0,0,0,0,0,0,0,32,35,31,0,0,0,0,0,1º Suplente,0,32,35,31,0,MS,valterpereira@senador.leg.br,320704.36,0,0.00,134554.45,185160.22,989.69,03/12/1943,5002704,Valter Pereira,Valter Pereira de Oliveira,valter pereira,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3629.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3629
4786,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1º Suplente,0,28,0,0,0,SE,virginio.carvalho@senador.leg.br,24583.52,0,24583.52,0.00,0.00,0.00,17/04/1953,2800308,Virginio de Carvalho,Virginio José de Carvalho Neto,virginio de carvalho,PSC,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4786.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4786
3583,0,0,0,0,0,13,0,0,29,10,0,0,0,0,0,0,1º Suplente,0,29,23,0,0,MG,wellington.salgado@senador.leg.br,180553.96,0,5957.12,130118.21,44478.63,0.00,24/02/1958,3304557,Wellington Salgado,Wellington Salgado de Oliveira,wellington salgado,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3583.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3583
4772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1º Suplente,0,0,0,0,0,PR,wilsonmatos@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,09/09/1947,4111902,Wilson Matos,Wilson de Matos Silva,wilson matos,PSDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4772.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/4772
3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1º Suplente,0,0,0,0,0,RR,wirlande@senador.leg.br,0.00,0,0.00,0.00,0.00,0.00,22/07/1954,1400100,Wirlande da Luz,Wirlande Santos da Luz,wirlande da luz,MDB,Masculino,ForaExercicio,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3597.jpg,http://www25.senado.leg.br/web/senadores/senador/-/perfil/3597
